offspring father confidence.x mother confidence.y father_combo mother_combo offspring_combo mother.pop father.pop mother.ind father.ind cross.dir cross
BW-Combo3-064 BW-Combo3-PL-M-5 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-5 PPxPL PP-F-3xPL-M-5
BW-Combo3-065 BW-Combo3-PL-M-5 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-5 PLxPL PL-F-4xPL-M-5
BW-Combo3-066 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
BW-Combo3-067 BW-Combo3-PL-M-3 95% BW-Combo3-PP-F-1 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-1 PL-M-3 PPxPL PP-F-1xPL-M-3
BW-Combo3-068 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-069 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
BW-Combo3-070 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-071 BW-Combo3-PL-M-5 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-5 PPxPL PP-F-3xPL-M-5
BW-Combo3-072 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-1 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-1 PL-M-3 PLxPL PL-F-1xPL-M-3
BW-Combo3-073 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-074 BW-Combo3-PL-M-5 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-5 PLxPL PL-F-4xPL-M-5
BW-Combo3-075 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-076 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-077 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-078 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-079 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-080 BW-Combo3-PL-M-3 95% BW-Combo3-PP-F-1 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-1 PL-M-3 PPxPL PP-F-1xPL-M-3
BW-Combo3-081 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
BW-Combo3-082 BW-Combo3-PL-M-5 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-5 PPxPL PP-F-3xPL-M-5
BW-Combo3-084 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-085 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
BW-Combo3-086 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-1 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-1 PL-M-3 PLxPL PL-F-1xPL-M-3
BW-Combo3-087 BW-Combo3-PL-M-5 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-5 PPxPL PP-F-3xPL-M-5
BW-Combo3-088 BW-Combo3-PL-M-5 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-5 PLxPL PL-F-2xPL-M-5
BW-Combo3-089 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
BW-Combo3-091 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
BW-Combo3-092 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-193 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-194 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-195 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-196 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-197 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-198 BW-Combo3-PL-M-4 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-4 PLxPL PL-F-2xPL-M-4
BW-Combo3-199 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-200 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-201 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo3-202 BW-Combo3-PP-M-1 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-1 PLxPP PL-F-2xPP-M-1
BW-Combo3-203 BW-Combo3-PP-M-1 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-1 PLxPP PL-F-2xPP-M-1
BW-Combo3-204 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-205 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo3-206 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-207 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-208 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-209 BW-Combo3-PP-M-4 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo3-211 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-212 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-213 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-214 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-215 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo3-216 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-217 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-2 PLxPL PL-F-4xPL-M-2
BW-Combo3-219 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-2 PLxPL PL-F-4xPL-M-2
BW-Combo3-220 BW-Combo3-PL-M-4 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-4 PLxPL PL-F-2xPL-M-4
BW-Combo3-221 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-222 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-223 BW-Combo3-PL-M-1 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
BW-Combo3-224 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-225 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
BW-Combo3-226 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-227 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-228 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-229 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-230 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-231 BW-Combo3-PL-M-1 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
BW-Combo3-232 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-233 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-234 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-235 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-236 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-237 BW-Combo3-PP-M-3 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
BW-Combo3-238 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-239 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-240 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-241 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-242 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-243 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-244 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-245 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-246 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-248 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-249 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-250 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-251 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-253 BW-Combo3-PP-M-4 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo3-254 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-255 BW-Combo3-PP-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-2 PLxPP PL-F-2xPP-M-2
BW-Combo3-256 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
BW-Combo3-257 BW-Combo3-PL-M-1 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
BW-Combo3-258 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-259 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo3-260 BW-Combo3-PP-M-3 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
BW-Combo3-261 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-289 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-290 BW-Combo3-PL-M-5 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-5 PLxPL PL-F-4xPL-M-5
BW-Combo3-291 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-292 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
BW-Combo3-296 BW-Combo3-PL-M-3 95% BW-Combo3-PP-F-5 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-5 PL-M-3 PPxPL PP-F-5xPL-M-3
BW-Combo3-297 BW-Combo3-PL-M-1 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-1 PLxPL PL-F-2xPL-M-1
BW-Combo3-298 BW-Combo3-PL-M-5 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-5 PPxPL PP-F-3xPL-M-5
BW-Combo3-299 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-5 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-5 PL-M-2 PLxPL PL-F-5xPL-M-2
BW-Combo3-303 BW-Combo3-PL-M-5 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-5 PLxPL PL-F-4xPL-M-5
BW-Combo3-304 BW-Combo3-PL-M-5 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-5 PPxPL PP-F-3xPL-M-5
BW-Combo3-306 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
BW-Combo3-310 BW-Combo3-PL-M-3 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
BW-Combo3-311 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
BW-Combo3-314 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
BW-Combo3-317 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-318 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-2 PLxPL PL-F-4xPL-M-2
BW-Combo3-319 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-2 PLxPL PL-F-4xPL-M-2
BW-Combo3-321 BW-Combo3-PP-M-4 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo3-322 BW-Combo3-PP-M-3 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-3 PLxPP PL-F-2xPP-M-3
BW-Combo3-323 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
BW-Combo3-325 BW-Combo3-PL-M-3 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
BW-Combo3-326 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-329 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-330 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-332 BW-Combo3-PL-M-5 95% BW-Combo3-PL-F-1 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-1 PL-M-5 PLxPL PL-F-1xPL-M-5
BW-Combo3-333 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-334 BW-Combo3-PL-M-3 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
BW-Combo3-336 BW-Combo3-PL-M-3 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
BW-Combo3-337 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
BW-Combo3-338 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
BW-Combo3-339 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-340 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-341 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
BW-Combo3-342 BW-Combo3-PL-M-3 95% BW-Combo3-PP-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
BW-Combo3-343 BW-Combo3-PL-M-2 95% BW-Combo3-PP-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
BW-Combo3-345 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-346 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-347 BW-Combo3-PL-M-2 95% BW-Combo3-PL-F-3 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
BW-Combo3-348 BW-Combo3-PP-M-4 95% BW-Combo3-PL-F-2 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PP PL-F-2 PP-M-4 PLxPP PL-F-2xPP-M-4
BW-Combo3-350 BW-Combo3-PL-M-3 95% BW-Combo3-PL-F-4 95% BW-Combo3 BW-Combo3 BW-Combo3 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
