offspring father confidence.x mother confidence.y father_combo mother_combo offspring_combo mother.pop father.pop mother.ind father.ind cross.dir cross
FW-Combo4-158 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-160 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-161 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-162 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-163 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-164 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-165 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-166 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-167 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-4 PPxPL PP-F-3xPL-M-4
FW-Combo4-168 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-169 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-170 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-171 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-172 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-173 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-175 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-176 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-178 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-179 FW-Combo4-PL-M-2 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
FW-Combo4-180 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-181 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-184 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-185 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-186 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-187 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-188 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-189 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-192 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-193 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-195 FW-Combo4-PL-M-2 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
FW-Combo4-199 FW-Combo4-PL-M-2 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
FW-Combo4-200 FW-Combo4-PL-M-2 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
FW-Combo4-201 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-203 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-204 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-205 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-206 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-207 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-208 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-209 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-210 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-211 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-212 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-213 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-214 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-215 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-4 PL-M-3 PPxPL PP-F-4xPL-M-3
FW-Combo4-216 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-217 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-218 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-219 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-220 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-4 PL-M-3 PPxPL PP-F-4xPL-M-3
FW-Combo4-224 FW-Combo4-PL-M-2 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
FW-Combo4-225 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-4 PPxPL PP-F-1xPL-M-4
FW-Combo4-226 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
FW-Combo4-227 FW-Combo4-PL-M-2 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
FW-Combo4-228 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-229 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-230 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
FW-Combo4-231 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-232 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-233 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-234 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-4 PPxPL PP-F-2xPL-M-4
FW-Combo4-235 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-4 PPxPL PP-F-3xPL-M-4
FW-Combo4-236 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
FW-Combo4-237 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-238 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-239 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-240 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-4 PPxPL PP-F-1xPL-M-4
FW-Combo4-241 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-242 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
FW-Combo4-243 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-3 PPxPL PP-F-1xPL-M-3
FW-Combo4-244 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-4 PPxPL PP-F-1xPL-M-4
FW-Combo4-245 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-246 FW-Combo4-PP-M-1 95% FW-Combo4-PL-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PP PL-F-1 PP-M-1 PLxPP PL-F-1xPP-M-1
FW-Combo4-247 FW-Combo4-PL-M-2 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
FW-Combo4-248 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-249 FW-Combo4-PL-M-2 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
FW-Combo4-250 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-251 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-4 PPxPL PP-F-1xPL-M-4
FW-Combo4-252 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-253 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-3 PPxPL PP-F-1xPL-M-3
FW-Combo4-254 FW-Combo4-PP-M-5 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PP PP-F-1 PP-M-5 PPxPP PP-F-1xPP-M-5
FW-Combo4-255 FW-Combo4-PL-M-2 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-2 PPxPL PP-F-1xPL-M-2
FW-Combo4-256 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-4 PPxPL PP-F-3xPL-M-4
FW-Combo4-257 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-4 PPxPL PP-F-3xPL-M-4
FW-Combo4-258 FW-Combo4-PL-M-2 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
FW-Combo4-259 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
FW-Combo4-260 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-262 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-3 PPxPL PP-F-1xPL-M-3
FW-Combo4-263 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-4 PPxPL PP-F-3xPL-M-4
FW-Combo4-264 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-265 FW-Combo4-PL-M-2 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-2 PPxPL PP-F-2xPL-M-2
FW-Combo4-266 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-267 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-2 PL-M-3 PPxPL PP-F-2xPL-M-3
FW-Combo4-268 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-4 PPxPL PP-F-3xPL-M-4
FW-Combo4-269 FW-Combo4-PL-M-4 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-4 PPxPL PP-F-3xPL-M-4
FW-Combo4-275 FW-Combo4-PL-M-2 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-2 PLxPL PL-F-3xPL-M-2
FW-Combo4-277 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-278 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-279 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-280 FW-Combo4-PL-M-2 95% FW-Combo4-PP-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-1 PL-M-2 PPxPL PP-F-1xPL-M-2
FW-Combo4-281 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
FW-Combo4-284 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-285 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-286 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-287 FW-Combo4-PL-M-2 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-2 PLxPL PL-F-2xPL-M-2
FW-Combo4-288 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-289 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-291 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-292 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-1 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-1 PL-M-3 PLxPL PL-F-1xPL-M-3
FW-Combo4-293 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-294 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-295 FW-Combo4-PL-M-2 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-2 PLxPL PL-F-4xPL-M-2
FW-Combo4-296 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-297 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-298 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-300 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-301 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-302 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-303 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
FW-Combo4-304 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-305 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-2 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-2 PL-M-3 PLxPL PL-F-2xPL-M-3
FW-Combo4-306 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-307 FW-Combo4-PL-M-2 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-2 PPxPL PP-F-3xPL-M-2
FW-Combo4-308 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-309 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-310 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-311 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-4 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-4 PL-M-3 PLxPL PL-F-4xPL-M-3
FW-Combo4-312 FW-Combo4-PL-M-3 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-3 PPxPL PP-F-3xPL-M-3
FW-Combo4-314 FW-Combo4-PL-M-3 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-3 PLxPL PL-F-3xPL-M-3
FW-Combo4-315 FW-Combo4-PL-M-4 95% FW-Combo4-PL-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PL PL PL-F-3 PL-M-4 PLxPL PL-F-3xPL-M-4
FW-Combo4-316 FW-Combo4-PL-M-5 95% FW-Combo4-PP-F-3 95% FW-Combo4 FW-Combo4 FW-Combo4 PP PL PP-F-3 PL-M-5 PPxPL PP-F-3xPL-M-5
